HotelCode|PropertyAmenities
333138|Free WiFi
333139|Make use of convenient amenities, which include complimentary wireless Internet access and tour/ticket assistance.
333140|Laundry Service,Wheel Chair Access,Free parking,Conference Facilities,Accessible Rooms/Facilities,Pet friendly,Restaurant,Room Service,High Speed Internet,Doctor on Call,In-Room Safe,Meeting/Banquet Facilities,No Smoking Rooms/Facilities,Bar/Lounge,WiFi,Free internet,Free internet in room,Free full breakfast,Accessible facilities,Accessible parking,Audible emergency alarm for sight impaired guest,Service dogs allowed,Public areas wheelchair accessible for disabled
333141|Take in the views from a garden and make use of amenities such as tour/ticket assistance.
333142|Meeting rooms
333143|Make use of convenient amenities, which include complimentary wireless Internet access and tour/ticket assistance.
333146|Number of floors - ,Multilingual staff
333148|Restaurant
333149|Number of floors -
333151|Take in the views from a garden.
333154|Free breakfast
333155|Take in the views from a garden.
333157|Make use of convenient amenities, which include complimentary wireless Internet access and tour/ticket assistance.
333158|Number of floors - ,Garden,Free self parking
333160|Take in the views from a garden and make use of amenities such as complimentary wireless Internet access and tour/ticket assistance.
333161|Free WiFi
333162|Make use of convenient amenities, which include complimentary wireless Internet access and wedding services.
333165|Free breakfast
333166|Express check-out,Free WiFi,Year Built
333170|Free wired high-speed Internet
333172|Front desk (limited hours)
333173|Total number of rooms -
333174|High Speed Internet,No Smoking Rooms/Facilities,WiFi,Free internet,Free internet in room
333177|Number of floors -
333178|Front desk (limited hours)
333181|Make use of convenient amenities, which include wireless Internet access (surcharge) and tour/ticket assistance.
333182|Take in the views from a garden and make use of amenities such as complimentary wireless Internet access and wedding services. Additional amenities include a television in the lobby, tour/ticket assistance, and a picnic area.
333183|Smoke-free property
333186|Free self parking
333187|Take in the views from a garden and make use of amenities such as complimentary wireless Internet access.
333190|Make use of convenient amenities, which include complimentary wireless Internet access and tour/ticket assistance.
333191|While the golfer in the family is out on the course, try one of the other recreational amenities offered, such as a nightclub. Additional features include complimentary wireless Internet access, shopping on site, and wedding services.
333192|Take in the views from a garden.
333196|Make use of convenient amenities, which include complimentary wireless Internet access and tour/ticket assistance.
333198|Make use of convenient amenities, which include complimentary wireless Internet access and tour/ticket assistance.
333200|Smoke-free property
333201|Make use of convenient amenities, which include complimentary wireless Internet access and tour/ticket assistance.
333203|Take in the views from a garden.
333204|Library,Smoke-free property
333211|Take in the views from a terrace and make use of amenities such as complimentary wireless Internet access.
333213|Restaurant
333215|Spa services on site,Outdoor seasonal pool,Pool sun loungers
333217|Make use of convenient amenities, which include complimentary wireless Internet access and tour/ticket assistance.
334710|Take in the views from a garden.
334805|Television in common areas,Free WiFi
335562|Restaurant,Picnic area,Smoke-free property
335565|Television in common areas
335566|Express check-out,Free WiFi
335569|Smoke-free property
335570|Number of buildings/towers -
335571|Front desk (limited hours)
335574|Free parking nearby
335575|Make use of convenient amenities, which include complimentary wireless Internet access and tour/ticket assistance.
335576|Make use of convenient amenities, which include complimentary wireless Internet access and tour/ticket assistance.
335578|Front desk (limited hours),Free self parking
335580|Number of floors -
335581|Take in the views from a terrace and make use of amenities such as complimentary wireless Internet access.
335583|Number of buildings/towers -
335584|Free self parking
335585|Number of floors -
335589|Take in the views from a garden and make use of amenities such as tour/ticket assistance and a picnic area.
335590|Number of buildings/towers -
335592|Total number of rooms - ,Breakfast available (surcharge)
335594|Make use of convenient amenities, which include complimentary wireless Internet access and tour/ticket assistance.
335598|Number of floors - ,Luggage storage
335600|Make use of convenient amenities, which include complimentary wireless Internet access and tour/ticket assistance.
335602|Make use of convenient amenities, which include complimentary wireless Internet access and wedding services.
335604|Number of floors -
335605|Total number of rooms -
335607|Make use of convenient amenities such as complimentary wireless Internet access, tour/ticket assistance, and a picnic area.
335609|Total number of rooms -
335610|Take advantage of recreation opportunities such as a sauna, or other amenities including wedding services and a picnic area.
335614|Restaurant
335616|Restaurant,Number of buildings/towers -
335617|Take in the views from a garden and make use of amenities such as complimentary wireless Internet access.
335622|Spa services on site
335624|Total number of rooms -
335625|Make use of convenient amenities, which include complimentary wireless Internet access and tour/ticket assistance.
335626|Take advantage of recreation opportunities such as an outdoor pool, or other amenities including complimentary wireless Internet access and wedding services.
335628|Total number of rooms - ,Free self parking
335633|Take in the views from a garden and make use of amenities such as tour/ticket assistance and barbecue grills.
335634|Breakfast available (surcharge),Smoke-free property
335635|Restaurant,Number of buildings/towers - ,Picnic area
335636|Number of floors -
335639|Make use of convenient amenities such as complimentary wireless Internet access, tour/ticket assistance, and a picnic area.
335640|Take in the views from a garden and make use of amenities such as wedding services and tour/ticket assistance.
335642|Take in the views from a garden and make use of amenities such as complimentary wireless Internet access and tour/ticket assistance.
335643|Bar/lounge,Garden,Free self parking,Terrace
335644|Free WiFi
335646|Fireplace in lobby
335647|Total number of rooms -
335648|Total number of rooms -
335650|Year Built
335651|Number of floors -
335652|Garden,Library,Free self parking
335653|Free breakfast
335654|Tours/ticket assistance
335656|Number of buildings/towers -
335658|Smoke-free property
335659|Smoke-free property
335661|Take advantage of recreation opportunities such as a seasonal outdoor pool, or other amenities including complimentary wireless Internet access and tour/ticket assistance.
335662|Luggage storage
335663|Free breakfast
335664|Restaurant,Luggage storage
335666|Total number of rooms -
335667|Free WiFi
335668|Free breakfast
335669|Free self parking
335672|Smoke-free property,Airport transportation,Parking (limited spaces)
335673|Garden,Free self parking
335675|Free breakfast
335676|Make use of convenient amenities such as an arcade/game room, wedding services, and tour/ticket assistance.
335677|Garden
335681|Free self parking
335682|Tours/ticket assistance
335684|Smoke-free property
335685|Total number of rooms - ,Smoke-free property,Airport transportation
335687|Tours/ticket assistance
335691|Number of floors - ,Breakfast available (surcharge),Smoke-free property
335692|Take in the views from a garden and make use of amenities such as complimentary wireless Internet access and tour/ticket assistance.
335694|Number of floors - ,Free WiFi
335695|Total number of rooms - ,Picnic area,Luggage storage
335696|Free breakfast
335697|Free WiFi
335698|Terrace
335699|Number of buildings/towers - ,Free breakfast
335701|Garden,Front desk (limited hours)
335703|Take in the views from a garden and make use of amenities such as complimentary wireless Internet access.
335704|Laundry facilities
335706|Front desk (limited hours)
335707|Bar/lounge
335708|Number of floors -
335709|Garden,Free self parking
335710|Free breakfast
335712|Take in the views from a terrace and a garden and make use of amenities such as complimentary wireless Internet access.
335713|Free self parking
335715|Make use of convenient amenities, which include complimentary wireless Internet access and tour/ticket assistance.
335720|Make use of convenient amenities such as complimentary wireless Internet access, a picnic area, and barbecue grills.
335722|Total number of rooms - ,Number of floors -
335724|Total number of rooms -
335728|Bar/lounge,Free WiFi
335735|Bar/lounge
335736|Take in the views from a garden and make use of amenities such as complimentary wireless Internet access.
335737|Total number of rooms -
335740|Take in the views from a garden and make use of amenities such as complimentary wireless Internet access.
335741|Total number of rooms -
335743|Free WiFi
335746|Total number of rooms - ,Number of floors - ,Free self parking
335747|Free breakfast
335748|Breakfast available (surcharge)
335749|Take in the views from a garden.
335753|Luggage storage
335757|Take in the views from a garden and make use of amenities such as complimentary wireless Internet access and a fireplace in the lobby.
335759|Make use of convenient amenities, which include complimentary wireless Internet access and tour/ticket assistance.
335760|Smoke-free property
335762|Take in the views from a garden and make use of amenities such as complimentary wireless Internet access and a fireplace in the lobby. Additional amenities include a picnic area and barbecue grills.
335763|Total number of rooms - ,Free WiFi
335767|Take in the views from a garden and make use of amenities such as complimentary wireless Internet access.
335769|Make use of convenient amenities, which include complimentary wireless Internet access and tour/ticket assistance.
335771|Free WiFi
335773|Take in the views from a garden and make use of amenities such as complimentary wireless Internet access and a fireplace in the lobby.
335774|Free WiFi
335775|Free breakfast
335776|Number of buildings/towers -
335778|Garden,Coffee shop or café
335779|Make use of convenient amenities, which include complimentary wireless Internet access and tour/ticket assistance.
335780|Number of floors -
335781|Bar/lounge,Free self parking
335783|Total number of rooms -
335785|Express check-out,Free WiFi,Conference space size (meters) -
335786|Number of floors - ,Tours/ticket assistance
335787|Take in the views from a garden and make use of amenities such as wedding services and tour/ticket assistance.
335788|Number of floors -
335789|Number of buildings/towers -
335792|Take in the views from a garden and make use of amenities such as complimentary wireless Internet access and tour/ticket assistance. Additional amenities at this Edwardian bed & breakfast include a picnic area and barbecue grills.
335797|Make use of convenient amenities, which include a picnic area and barbecue grills.
335799|Breakfast available (surcharge),Smoke-free property,Free parking nearby
335800|Front desk (limited hours)
335801|Free breakfast
335805|Total number of rooms -
335808|Smoke-free property
335810|Make use of convenient amenities, which include complimentary wireless Internet access and tour/ticket assistance.
335811|Breakfast available (surcharge),Smoke-free property
335814|Number of buildings/towers -
335816|Restaurant
335817|Restaurant,Total number of rooms - ,Free parking nearby
335819|Restaurant,Smoke-free property
335826|Free self parking
335827|Take in the views from a garden and make use of amenities such as complimentary wireless Internet access.
335828|Enjoy recreation amenities such as a spa tub or take in the view from a garden. This bed & breakfast also features complimentary wireless Internet access, tour/ticket assistance, and a picnic area.
335832|Make use of convenient amenities, which include complimentary wireless Internet access and tour/ticket assistance.
335835|Children's pool
335836|Total number of rooms - ,Television in common areas,Free WiFi
335838|Take in the views from a garden and make use of amenities such as tour/ticket assistance.
335839|Take in the views from a garden and make use of amenities such as complimentary wireless Internet access.
335846|Make use of convenient amenities, which include complimentary wireless Internet access and tour/ticket assistance.
335847|Make use of convenient amenities, which include complimentary wireless Internet access and tour/ticket assistance.
335849|24-hour front desk,Luggage storage
335850|Take in the views from a garden and make use of amenities such as wireless Internet access (surcharge).
335851|Take in the views from a garden and make use of amenities such as complimentary wireless Internet access and tour/ticket assistance.
335852|Number of floors -
335853|Take in the views from a garden and make use of amenities such as a fireplace in the lobby and tour/ticket assistance.
335854|Smoke-free property
335855|Total number of rooms -
335856|Total number of rooms - ,Front desk (limited hours)
335858|Total number of rooms -
335861|Total number of rooms - ,Television in common areas,Free breakfast,Free WiFi
335862|Total number of rooms -
335864|Free WiFi
335866|Number of buildings/towers -
335867|Make use of convenient amenities, which include complimentary wireless Internet access and tour/ticket assistance.
335868|Front desk (limited hours)
335869|Free breakfast
335870|Take in the views from a garden and make use of amenities such as complimentary wireless Internet access.
335871|Free self parking
335892|Enjoy the recreation opportunities such as an indoor pool or make use of other amenities including complimentary wireless Internet access.
335893|Tours/ticket assistance
335894|Smoke-free property
335895|Take in the views from a terrace and make use of amenities such as complimentary wireless Internet access.
335896|Make use of convenient amenities, which include complimentary wireless Internet access and tour/ticket assistance.
335897|Free breakfast
335898|Total number of rooms -
335899|Free WiFi
335900|Free WiFi
335901|Smoke-free property
335902|Year Built
335904|Smoke-free property
335908|Make use of convenient amenities, which include complimentary wireless Internet access and tour/ticket assistance.
335910|Total number of rooms -
335911|Number of floors - ,Smoke-free property
335912|Free WiFi
335917|Restaurant,Free breakfast
335918|Take in the views from a terrace and a garden and make use of amenities such as complimentary wireless Internet access. This inn also features an arcade/game room, tour/ticket assistance, and a picnic area.
335919|Television in common areas
335920|Smoke-free property
335921|Number of floors -
335924|Luggage storage
335925|Make use of convenient amenities, which include complimentary wireless Internet access and tour/ticket assistance.
335928|Number of floors - ,Smoke-free property
335929|Total number of rooms - ,Number of floors - ,Garden,Free self parking
335930|Take in the views from a garden and make use of amenities such as complimentary wireless Internet access and a fireplace in the lobby.
335931|Make use of convenient amenities such as complimentary wireless Internet access, wedding services, and a fireplace in the lobby.
335932|Bar/lounge
336132|Free WiFi
336136|Total number of rooms -
336138|Take in the views from a garden and make use of amenities such as complimentary wireless Internet access and tour/ticket assistance.
336144|Total number of rooms - ,Barbecue grill(s),Garden
336145|Free breakfast
336166|Restaurant,WiFi
336167|Tours/ticket assistance
336170|Make use of convenient amenities, which include complimentary wireless Internet access and tour/ticket assistance.
336171|Take in the views from a garden and make use of amenities such as a fireplace in the lobby and tour/ticket assistance.
336173|Free breakfast
336174|Smoke-free property
336175|Tours/ticket assistance
336176|Enjoy the recreation opportunities such as a fitness center or make use of other amenities including tour/ticket assistance.
336177|Total number of rooms -
336178|Total number of rooms - ,Free WiFi
336179|Make use of convenient amenities, which include complimentary wireless Internet access and tour/ticket assistance.
336180|Year Built
336181|Smoke-free property
336183|Free parking nearby
336185|Take in the views from a garden.
336187|Free WiFi
336188|Make use of convenient amenities, which include a television in the lobby and tour/ticket assistance.
336191|Enjoy recreation amenities such as an outdoor pool or take in the view from a garden.
336192|Make use of convenient amenities, which include complimentary wireless Internet access and tour/ticket assistance.
336193|Library,Smoke-free property
336194|Smoke-free property
336196|Pamper yourself with onsite massages or take in the view from a garden. Additional features include a fireplace in the lobby, a television in the lobby, and a picnic area.
336200|Free breakfast,Free WiFi
336202|Smoke-free property
336219|Take in the views from a garden and make use of amenities such as complimentary wireless Internet access and tour/ticket assistance.
336221|Supervised childcare/activities (surcharge)
336222|Make use of convenient amenities, which include complimentary wireless Internet access and tour/ticket assistance.
336223|Indoor pool,Number of floors - ,Free newspapers in lobby,Full-service spa
336225|Television in common areas
336226|Take in the views from a garden and make use of amenities such as complimentary wireless Internet access.
336228|Bar/lounge,Smoke-free property
336229|Make use of convenient amenities, which include complimentary wireless Internet access and wedding services.
336235|Make use of convenient amenities such as complimentary wireless Internet access, a fireplace in the lobby, and tour/ticket assistance.
336236|Bar/lounge
336244|Number of floors - ,Free self parking
336249|Front desk (limited hours)
336251|Make use of convenient amenities, which include complimentary wireless Internet access and wedding services.
336252|Restaurant
336253|Express check-out,Free WiFi,Conference space size (meters) -
336263|Number of buildings/towers - ,Free parking nearby
336264|Take in the views from a garden and make use of amenities such as a fireplace in the lobby and tour/ticket assistance.
336265|Television in common areas,Free WiFi,Tennis on site
336266|Restaurant,Total number of rooms - ,Number of buildings/towers -
336267|Free WiFi
336268|Take in the views from a terrace and a garden and make use of amenities such as complimentary wireless Internet access.
336271|Tours/ticket assistance
336273|Take in the views from a garden and make use of amenities such as complimentary wireless Internet access and tour/ticket assistance.
336275|Take in the views from a garden and make use of amenities such as complimentary wireless Internet access and tour/ticket assistance.
336276|Make use of convenient amenities such as complimentary wireless Internet access, a picnic area, and barbecue grills.
336279|Total number of rooms -
336280|Wedding services
336281|Enjoy recreation amenities such as bicycles to rent or take in the view from a garden. This bed & breakfast also features tour/ticket assistance and a picnic area.
336283|Parking (limited spaces)
336286|Front desk (limited hours),Free self parking
336287|Breakfast available (surcharge)
336288|Take in the views from a garden and make use of amenities such as complimentary wireless Internet access and tour/ticket assistance.
336289|Restaurant,Smoke-free property
336290|Front desk (limited hours)
336291|Laundry facilities,Tours/ticket assistance
336292|Free WiFi
336295|Number of floors -
336524|Free breakfast
336526|Tours/ticket assistance
336529|Restaurant
336530|Relax and unwind with massages, body treatments, and facials. This Edwardian hotel also features complimentary wireless Internet access, wedding services, and tour/ticket assistance.
336533|Number of buildings/towers - ,Luggage storage
336543|Take in the views from a garden and make use of amenities such as complimentary wireless Internet access.
336547|Smoke-free property
336549|Make use of convenient amenities, which include complimentary wireless Internet access and tour/ticket assistance.
336550|Total number of rooms - ,Library
336553|Take in the views from a terrace and a garden and make use of amenities such as complimentary wireless Internet access.
336558|Coffee/tea in common areas,Dry cleaning/laundry service,Tennis on site
336559|Take in the views from a garden and make use of amenities such as complimentary wireless Internet access and tour/ticket assistance.
336560|Smoke-free property,Babysitting or childcare (surcharge)
336562|Front desk (limited hours)
336593|Make use of convenient amenities, which include complimentary wireless Internet access and tour/ticket assistance.
336616|Take in the views from a garden and make use of amenities such as complimentary wireless Internet access and tour/ticket assistance.
336624|Luggage storage
336625|Breakfast available (surcharge)
336626|Smoke-free property
336627|Take in the views from a garden and make use of amenities such as a fireplace in the lobby and tour/ticket assistance.
336628|Free parking nearby
336629|Take in the views from a garden and make use of amenities such as complimentary wireless Internet access and a fireplace in the lobby.
336630|Free WiFi
336631|Take in the views from a garden and make use of amenities such as complimentary wireless Internet access and tour/ticket assistance.
336633|Make use of convenient amenities, which include complimentary wireless Internet access and an arcade/game room.
336634|Make use of convenient amenities such as complimentary wireless Internet access, tour/ticket assistance, and barbecue grills.
336636|Make use of convenient amenities such as complimentary wireless Internet access, a television in the lobby, and tour/ticket assistance.
336637|Smoke-free property
336638|Make use of convenient amenities, which include wireless Internet access (surcharge) and tour/ticket assistance.
336639|Restaurant
336640|Take in the views from a garden and make use of amenities such as complimentary wireless Internet access.
336646|Tours/ticket assistance
336647|Make use of convenient amenities, which include complimentary wireless Internet access and tour/ticket assistance.
336650|Self parking (surcharge)
336652|Take in the views from a garden and make use of amenities such as complimentary wireless Internet access and tour/ticket assistance.
336654|Number of buildings/towers -
336655|Safe-deposit box at front desk,Free self parking
336657|Make use of convenient amenities, which include complimentary wireless Internet access and tour/ticket assistance.
336658|Free WiFi
336660|Make use of convenient amenities, which include complimentary wireless Internet access and tour/ticket assistance.
336664|Number of buildings/towers - ,Breakfast available (surcharge)
336669|Free WiFi
336670|Smoke-free property
336672|Smoke-free property
336673|Total number of rooms -
336676|Make use of convenient amenities such as complimentary wireless Internet access, a television in the lobby, and tour/ticket assistance.
336677|Make use of convenient amenities, which include complimentary wireless Internet access and tour/ticket assistance.
336681|Make use of convenient amenities, which include complimentary wireless Internet access and babysitting/childcare.
336682|Make use of convenient amenities such as complimentary wireless Internet access, concierge services, and tour/ticket assistance.
336684|Smoke-free property
336686|Restaurant
336687|Restaurant,Breakfast available (surcharge)
336688|Number of floors -
336690|24-hour front desk
336691|Arcade/game room,Luggage storage
336694|Free parking nearby
336697|Luggage storage
336699|Restaurant,Smoke-free property
336703|Bar/lounge
336704|Number of floors - ,Garden,Free WiFi
336706|Total number of rooms -
336707|Number of buildings/towers - ,Breakfast available (surcharge)
336708|Number of floors -
336710|Total number of rooms -
336713|Total number of rooms -
336716|Number of floors - ,Smoke-free property,WiFi (surcharge),Luggage storage
336717|Number of floors -
336720|Luggage storage
336724|Number of buildings/towers -
336728|Smoke-free property
336729|Wedding services,Free WiFi
336730|Number of floors - ,Parking (limited spaces)
336732|Make use of convenient amenities such as complimentary wireless Internet access, a television in the lobby, and tour/ticket assistance.
336733|Tours/ticket assistance
336734|Make use of convenient amenities, which include complimentary wireless Internet access and tour/ticket assistance.
336735|Multilingual staff
336738|Total number of rooms - ,Front desk (limited hours),Tours/ticket assistance
336739|Total number of rooms -
336740|Total number of rooms - ,Number of floors - ,Porter/bellhop,Smoke-free property,Free parking nearby
336741|Make use of convenient amenities, which include a picnic area and barbecue grills.
336742|Make use of convenient amenities, which include complimentary wireless Internet access and tour/ticket assistance.
336744|Number of floors -
336745|Make use of convenient amenities, which include complimentary wireless Internet access and a fireplace in the lobby.
336748|Make use of convenient amenities, which include complimentary wireless Internet access and tour/ticket assistance.
336749|Make use of convenient amenities, which include complimentary wireless Internet access and tour/ticket assistance.
336751|Front desk (limited hours)
336752|Total number of rooms - ,Laundry facilities,Business center,Free WiFi
336753|Take in the views from a garden and make use of amenities such as complimentary wireless Internet access.
336756|Take in the views from a garden and make use of amenities such as complimentary wireless Internet access and tour/ticket assistance.
336757|Front desk (limited hours)
336758|Make use of convenient amenities, which include complimentary wireless Internet access and tour/ticket assistance.
336760|Free WiFi
336763|Total number of rooms -
336765|Free breakfast,One meeting room
336766|Make use of convenient amenities, which include complimentary wireless Internet access and tour/ticket assistance.
336767|Wedding services
336770|Number of buildings/towers - ,Smoke-free property,Free parking nearby
336771|Garden,Free self parking
336773|Make use of convenient amenities, which include complimentary wireless Internet access and tour/ticket assistance.
336774|Take in the views from a garden and make use of amenities such as complimentary wireless Internet access.
336775|Laundry facilities,Multilingual staff
336779|Number of buildings/towers - ,Safe-deposit box at front desk
336780|Elevator/lift,Spa tub,Arcade/game room,Luggage storage
336781|Take in the views from a garden and make use of amenities such as complimentary wireless Internet access and tour/ticket assistance.
336783|Front desk (limited hours)
336784|Tours/ticket assistance
336788|Take in the views from a garden and make use of amenities such as complimentary wireless Internet access and tour/ticket assistance.
336789|Smoke-free property
336790|Take in the views from a garden and make use of amenities such as complimentary wireless Internet access.
336796|Smoke-free property
336801|Make use of convenient amenities, which include complimentary wireless Internet access and wedding services.
336802|Take in the views from a garden and make use of amenities such as complimentary wireless Internet access and tour/ticket assistance.
336805|Bar/lounge
336806|Number of floors -
336808|Bar/lounge
336810|Total number of rooms - ,Free self parking
336812|Free breakfast
336814|Total number of rooms - ,Number of floors -
336816|Front desk (limited hours)
336818|Total number of rooms -
336819|Safe-deposit box at front desk,Smoke-free property
336821|Number of floors -
336822|Picnic area,Smoke-free property
336824|Restaurant,Number of buildings/towers -
336827|Bar/lounge,Free self parking
336828|Take in the views from a garden and make use of amenities such as complimentary wireless Internet access and tour/ticket assistance.
336829|Take in the views from a garden and make use of amenities such as complimentary wireless Internet access and tour/ticket assistance.
336830|Make use of convenient amenities, which include complimentary wireless Internet access and tour/ticket assistance.
336831|Breakfast available (surcharge),Smoke-free property
336832|Free breakfast
336833|Free self parking
336834|Take advantage of recreation opportunities such as a spa tub, or other amenities including complimentary wireless Internet access and a picnic area.
336836|Take in the views from a garden and make use of amenities such as a fireplace in the lobby and tour/ticket assistance.
336837|Tours/ticket assistance,Free self parking
336840|Take in the views from a garden and make use of amenities such as complimentary wireless Internet access.
336882|Take in the views from a garden and make use of amenities such as complimentary wireless Internet access and a television in the lobby.
336884|Smoke-free property
336886|Make use of convenient amenities, which include complimentary wireless Internet access and tour/ticket assistance.
336888|Smoke-free property
336974|Breakfast available (surcharge),Smoke-free property
336975|Smoke-free property
336992|Take in the views from a garden and make use of amenities such as complimentary wireless Internet access.
336999|Total number of rooms -
337000|Laundry facilities,Garden,Number of restaurants -
337001|Total number of rooms -
337002|Make use of convenient amenities, which include complimentary wireless Internet access and tour/ticket assistance.
337003|Front desk (limited hours)
337004|Take in the views from a garden.
337005|Make use of convenient amenities, which include complimentary wireless Internet access and tour/ticket assistance.
337006|Take in the views from a garden and make use of amenities such as complimentary wireless Internet access and a fireplace in the lobby. This bed & breakfast also features tour/ticket assistance, a picnic area, and barbecue grills.
337011|Garden,Free self parking
337012|Free breakfast
337013|Smoke-free property
337015|Breakfast available (surcharge)
337022|Free WiFi
337023|Free wired high-speed Internet,Conference space size (meters) -
337027|Make use of convenient amenities, which include complimentary wireless Internet access and tour/ticket assistance.
337028|Bar/lounge
337031|Total number of rooms - ,Number of floors - ,Garden
337033|Total number of rooms -
337034|Restaurant,Number of buildings/towers - ,One meeting room
337038|Take in the views from a garden and make use of amenities such as complimentary wireless Internet access.
337039|24-hour front desk,Dry cleaning/laundry service
337040|Tours/ticket assistance
337042|Number of floors - ,Smoke-free property
337043|Total number of rooms -
337044|Free self parking
337046|Make use of convenient amenities, which include complimentary wireless Internet access and wedding services.
337048|Bar/lounge,Free self parking
337049|Total number of rooms - ,Free WiFi
337056|Make use of convenient amenities such as complimentary wireless Internet access, concierge services, and babysitting/childcare (surcharge).
337057|Smoke-free property
337101|Free breakfast
337102|Total number of rooms -
337103|Free self parking
337104|Take in the views from a garden and make use of amenities such as complimentary wireless Internet access.
337106|Take in the views from a garden and make use of amenities such as complimentary wireless Internet access.
337107|Free WiFi
337109|Number of buildings/towers -
337110|Breakfast available (surcharge),Smoke-free property
337111|Barbecue grill(s),Full-service spa,Terrace
337112|Make use of convenient amenities, which include tour/ticket assistance and barbecue grills.
337113|Smoke-free property
337114|Wedding services,Free WiFi
337118|Take in the views from a garden.
337119|Restaurant
337120|Make use of convenient amenities, which include complimentary wireless Internet access and tour/ticket assistance.
337121|Front desk (limited hours),Free self parking
337122|Make use of convenient amenities, which include complimentary wireless Internet access and tour/ticket assistance.
337123|Free WiFi
337125|Take in the views from a garden.
337126|Take in the views from a garden and make use of amenities such as complimentary wireless Internet access and tour/ticket assistance.
337127|Take in the views from a garden and make use of amenities such as tour/ticket assistance.
337128|Smoke-free property,Year Built
337130|Take in the views from a garden and make use of amenities such as complimentary wireless Internet access and a fireplace in the lobby.
337131|Take in the views from a terrace and make use of amenities such as complimentary wireless Internet access.
337133|Billiards or pool table
337135|Number of buildings/towers -
337137|Take in the views from a garden and make use of amenities such as complimentary wireless Internet access and a fireplace in the lobby.
337138|Free WiFi
337139|Make use of convenient amenities, which include complimentary wireless Internet access and tour/ticket assistance.
337141|Take advantage of recreation opportunities such as a seasonal outdoor pool, or other amenities including complimentary wireless Internet access and wedding services.
337144|Front desk (limited hours)
337146|Take in the views from a garden and make use of amenities such as complimentary wireless Internet access and a picnic area.
337147|Free WiFi
337148|Make use of convenient amenities, which include complimentary wireless Internet access and tour/ticket assistance.
337158|Smoke-free property
337159|Number of floors - ,Year Built
337161|Free self parking
337162|Smoke-free property
337163|Make use of convenient amenities, which include complimentary wireless Internet access and tour/ticket assistance.
337164|Smoke-free property
337166|Take in the views from a terrace and make use of amenities such as complimentary wireless Internet access.
337168|Total number of rooms - ,Front desk (limited hours)
337171|Number of floors -
337174|Make use of convenient amenities such as complimentary wireless Internet access, a picnic area, and barbecue grills.
337176|Enjoy recreation amenities such as a spa tub or take in the view from a garden. Additional features include complimentary wireless Internet access, a fireplace in the lobby, and tour/ticket assistance.
337186|Make use of convenient amenities, which include complimentary wireless Internet access and wedding services.
337187|Free WiFi
337188|Make use of convenient amenities, which include complimentary wireless Internet access and tour/ticket assistance.
337189|Breakfast available (surcharge)
337190|Porter/bellhop,Conference space size (feet) - ,Conference space size (meters) -
337191|Number of buildings/towers - ,Free parking nearby
337205|Total number of rooms - ,Free self parking
337206|Take in the views from a garden and make use of amenities such as complimentary wireless Internet access and a picnic area.
337207|Free self parking
337209|Breakfast available (surcharge),Snack bar/deli
337210|Take in the views from a garden and make use of amenities such as complimentary wireless Internet access and babysitting/childcare.
337212|Make use of convenient amenities such as complimentary wireless Internet access, wedding services, and a fireplace in the lobby.
337213|Free WiFi
337214|Free breakfast
337215|Take in the views from a garden and make use of amenities such as complimentary wireless Internet access and tour/ticket assistance.
337216|Make use of convenient amenities, which include complimentary wireless Internet access and tour/ticket assistance.
337217|Total number of rooms - ,Free self parking
337218|Number of floors -
337219|Wedding services,Free WiFi,Number of meeting rooms -
337221|Wedding services
337222|Free breakfast
337223|Health club,Wedding services
337226|Enjoy recreation amenities such as a 24-hour fitness center or take in the view from a terrace.
337229|Take in the views from a garden and make use of amenities such as complimentary wireless Internet access.
337231|Make use of convenient amenities, which include complimentary wireless Internet access and tour/ticket assistance.
337232|Make use of convenient amenities, which include complimentary wireless Internet access and a television in the lobby.
337236|Total number of rooms - ,Number of floors - ,Multilingual staff
337237|Free breakfast
337249|Take in the views from a garden and make use of amenities such as an arcade/game room and a fireplace in the lobby.
337251|Make use of convenient amenities, which include complimentary wireless Internet access and wedding services.
337253|Make use of convenient amenities such as complimentary wireless Internet access, babysitting/childcare, and barbecue grills.
337259|Total number of rooms -
337260|Free breakfast
337261|Bar/lounge
337262|Take in the views from a garden and make use of amenities such as wedding services and a fireplace in the lobby.
337263|Make use of convenient amenities such as complimentary wireless Internet access, a picnic area, and barbecue grills.
337267|Take in the views from a garden and make use of amenities such as wireless Internet access (surcharge) and tour/ticket assistance. This inn also features a picnic area and barbecue grills.
337375|Take in the views from a garden and make use of amenities such as complimentary wireless Internet access and tour/ticket assistance.
337376|Bar/lounge,Front desk (limited hours)
337377|Take in the views from a garden and make use of amenities such as complimentary wireless Internet access and a picnic area.
337379|Free WiFi
337380|Number of floors -
337381|Restaurant
337382|Make use of convenient amenities such as complimentary wireless Internet access, an arcade/game room, and shopping on site.
337387|Take in the views from a terrace and make use of amenities such as complimentary wireless Internet access.
337388|Breakfast available (surcharge)
337390|Garden
337391|Number of buildings/towers -
337392|Make use of convenient amenities, which include complimentary wireless Internet access and wedding services.
337395|Number of floors -
337396|Take in the views from a garden and make use of amenities such as complimentary wireless Internet access.
337426|Take in the views from a garden and make use of amenities such as complimentary wireless Internet access and concierge services. Additional features include a fireplace in the lobby and a television in the lobby.
337427|Free self parking
337428|Take in the views from a garden and make use of amenities such as complimentary wireless Internet access and babysitting/childcare (surcharge).
337447|Free self parking
337448|Free self parking
